OrderID,Date,Region,Category,Product,CustomerSegment,Channel,UnitsSold,UnitPrice,DiscountPct,MarketingSpend,Sales
102629,2024-11-05,West,Apparel,Jacket,Returning,In-Store,5,101.78,0.0,47.59,508.9
102630,2024-11-06,East,Electronics,Power Bank,Returning,Marketplace,3,23.93,0.15,5.62,61.02
102631,2024-11-06,East,Apparel,Running Shoes,Loyalty,Online,4,66.63,0.0,6.13,266.52
102632,2024-11-06,South,Electronics,Bluetooth Speaker,Loyalty,Online,5,51.03,0.0,17.29,255.15
102633,2024-11-06,West,Beauty,Lipstick Set,New,Online,2,28.36,0.0,37.87,56.72
102634,2024-11-06,North,Home & Kitchen,Coffee Maker,Loyalty,Online,4,65.24,0.0,1.44,260.96
102635,2024-11-06,North,Beauty,Lipstick Set,New,Online,5,26.24,0.0,32.28,131.2
102636,2024-11-06,South,Electronics,Bluetooth Speaker,Loyalty,In-Store,4,57.6,0.0,67.55,230.4
102637,2024-11-06,South,Beauty,Moisturizer,Returning,Online,1,18.69,0.2,41.78,14.95
102638,2024-11-06,North,Home & Kitchen,Blender,Loyalty,Marketplace,1,43.21,0.0,1.53,43.21
102639,2024-11-06,South,Beauty,Face Serum,Returning,In-Store,3,26.58,0.0,20.04,79.74
102640,2024-11-07,South,Beauty,Lipstick Set,Returning,Marketplace,5,22.03,0.0,7.35,110.15
102641,2024-11-07,West,Apparel,Backpack,Loyalty,In-Store,5,61.33,0.0,63.7,306.65
102642,2024-11-07,East,Home & Kitchen,Blender,Loyalty,Online,2,34.52,0.0,33.38,69.04
102643,2024-11-07,West,Apparel,Running Shoes,Loyalty,Marketplace,5,82.06,0.0,52.61,410.3
102644,2024-11-07,East,Electronics,Bluetooth Speaker,Returning,Online,2,57.5,0.0,38.14,115.0
102645,2024-11-07,West,Home & Kitchen,Blender,Returning,In-Store,1,49.27,0.15,14.33,41.88
102646,2024-11-07,West,Apparel,T-Shirt,Loyalty,Online,5,22.67,0.2,34.2,90.68
102647,2024-11-07,East,Beauty,Shampoo,Loyalty,In-Store,2,11.12,0.0,22.29,22.24
102648,2024-11-07,South,Electronics,Power Bank,New,Online,5,23.3,0.0,5.18,116.5
102649,2024-11-07,South,Apparel,Jacket,Loyalty,Online,4,73.47,0.0,38.48,293.88
102650,2024-11-07,South,Apparel,T-Shirt,Returning,Marketplace,1,18.03,0.0,21.2,18.03
102651,2024-11-07,North,Beauty,Moisturizer,New,Online,5,25.81,0.0,67.3,129.05
102652,2024-11-07,West,Home & Kitchen,Blender,New,Online,5,45.57,0.0,4.2,227.85
102653,2024-11-07,North,Home & Kitchen,Blender,Loyalty,Online,2,43.83,0.15,27.09,74.51
102654,2024-11-07,West,Home & Kitchen,Blender,New,Online,5,46.27,0.0,29.24,231.35
102655,2024-11-07,East,Apparel,T-Shirt,New,In-Store,5,19.73,0.0,58.52,98.65
102656,2024-11-07,East,Beauty,Face Serum,Loyalty,In-Store,5,31.04,0.0,11.14,155.2
102657,2024-11-08,South,Electronics,Smartphone Case,Loyalty,Marketplace,3,14.07,0.1,43.78,37.99
102658,2024-11-08,South,Electronics,Power Bank,New,In-Store,1,22.06,0.0,4.82,22.06
102659,2024-11-08,South,Apparel,Backpack,Returning,Online,4,45.77,0.0,66.25,183.08
102660,2024-11-08,South,Electronics,Wireless Earbuds,Returning,Marketplace,1,38.51,0.0,53.63,38.51
102661,2024-11-08,East,Home & Kitchen,Coffee Maker,Returning,Online,3,54.15,0.2,30.18,129.96
102662,2024-11-08,North,Home & Kitchen,Blender,New,Online,5,42.1,0.0,24.43,210.5
102663,2024-11-08,South,Home & Kitchen,Coffee Maker,Loyalty,Online,4,47.67,0.0,51.45,190.68
102664,2024-11-08,North,Beauty,Face Serum,Returning,Online,1,30.97,0.0,36.58,30.97
102665,2024-11-08,East,Apparel,Running Shoes,Returning,Online,3,68.61,0.0,45.09,205.83
102666,2024-11-08,North,Home & Kitchen,Blender,New,Online,4,43.11,0.0,48.91,172.44
102667,2024-11-09,North,Beauty,Moisturizer,New,Online,2,25.5,0.0,31.41,51.0
102668,2024-11-09,North,Beauty,Moisturizer,New,Online,5,23.8,0.0,42.0,119.0
102669,2024-11-09,South,Home & Kitchen,Blender,Returning,In-Store,2,37.44,0.2,63.01,59.9
102670,2024-11-09,North,Beauty,Shampoo,Returning,Marketplace,5,13.49,0.0,4.3,67.45
102671,2024-11-09,South,Apparel,Running Shoes,Returning,Online,3,63.61,0.0,0.52,190.83
102672,2024-11-09,South,Apparel,Jacket,Loyalty,Online,5,81.73,0.0,15.91,408.65
102673,2024-11-09,East,Electronics,Smartphone Case,New,Online,2,14.03,0.0,48.91,28.06
102674,2024-11-09,East,Electronics,Smartphone Case,Loyalty,Online,5,14.97,0.0,28.67,74.85
102675,2024-11-10,East,Electronics,Bluetooth Speaker,New,Online,5,59.75,0.0,,298.75
102676,2024-11-10,South,Apparel,T-Shirt,New,Online,3,17.89,0.0,35.49,53.67
102677,2024-11-10,South,Apparel,Running Shoes,New,In-Store,1,67.64,0.0,30.64,67.64
102678,2024-11-10,West,Apparel,Jacket,Returning,Online,5,97.93,0.2,37.36,391.72
102679,2024-11-10,North,Home & Kitchen,Air Fryer,New,Marketplace,4,90.92,0.2,42.36,290.94
102680,2024-11-10,West,Electronics,Power Bank,New,In-Store,1,26.86,0.0,24.12,26.86
102681,2024-11-10,South,Beauty,Face Serum,Returning,Online,3,25.92,0.0,56.94,77.76
102682,2024-11-10,East,Home & Kitchen,Blender,New,In-Store,4,38.64,0.15,,131.38
102683,2024-11-10,South,Apparel,Jacket,Returning,Online,1,80.8,0.0,41.16,80.8
102684,2024-11-10,East,Home & Kitchen,Blender,Returning,Online,4,41.11,0.0,13.44,164.44
102685,2024-11-10,South,Home & Kitchen,Vacuum Cleaner,Loyalty,In-Store,3,104.53,0.0,66.78,313.59
102686,2024-11-10,North,Beauty,Moisturizer,Loyalty,Marketplace,1,25.58,0.0,18.04,25.58
102687,2024-11-10,North,Electronics,Power Bank,Returning,Online,2,26.37,0.0,24.95,52.74
102688,2024-11-11,North,Home & Kitchen,Vacuum Cleaner,Returning,Online,4,138.51,0.0,19.1,554.04
102689,2024-11-11,North,Electronics,Wireless Earbuds,Loyalty,Online,3,50.86,0.1,2.23,137.32
102690,2024-11-11,East,Electronics,Wireless Earbuds,Returning,Online,2,45.31,0.0,5.48,90.62
102691,2024-11-11,East,Home & Kitchen,Vacuum Cleaner,Returning,In-Store,3,130.9,0.0,12.28,392.7
102692,2024-11-11,North,Beauty,Shampoo,New,Marketplace,3,13.79,0.0,31.83,41.37
102693,2024-11-11,South,Apparel,Running Shoes,New,Marketplace,4,63.65,0.0,9.03,254.6
102694,2024-11-11,South,Beauty,Face Serum,Returning,In-Store,1,27.82,0.0,3.26,27.82
102695,2024-11-11,East,Apparel,T-Shirt,Returning,Marketplace,2,18.62,0.0,31.81,37.24
102696,2024-11-11,North,Home & Kitchen,Air Fryer,New,In-Store,3,83.63,0.0,39.12,250.89
102697,2024-11-11,West,Home & Kitchen,Air Fryer,New,In-Store,2,88.67,0.0,35.26,177.34
102698,2024-11-11,North,Electronics,Bluetooth Speaker,Returning,Marketplace,5,64.17,0.0,39.96,320.85
102699,2024-11-12,East,Electronics,Wireless Earbuds,Loyalty,Online,3,45.75,0.0,20.87,137.25
102700,2024-11-12,West,Electronics,Smartphone Case,Loyalty,Online,4,16.68,0.0,53.29,66.72
102701,2024-11-12,South,Apparel,Running Shoes,New,Marketplace,2,61.41,0.0,56.34,122.82
102702,2024-11-12,North,Home & Kitchen,Air Fryer,Loyalty,Online,3,88.55,0.0,50.8,265.65
102703,2024-11-12,South,Electronics,Wireless Earbuds,Loyalty,Marketplace,3,40.13,0.15,41.71,102.33
102704,2024-11-12,West,Home & Kitchen,Blender,Returning,Online,1,47.02,0.0,5.44,47.02
102705,2024-11-12,West,Apparel,Jacket,New,Marketplace,2,100.93,0.0,49.53,201.86
102706,2024-11-12,South,Apparel,Running Shoes,Loyalty,Online,1,67.22,0.0,10.15,67.22
102707,2024-11-12,West,Apparel,Running Shoes,Loyalty,Marketplace,3,84.46,0.0,7.47,253.38
102708,2024-11-12,East,Apparel,Backpack,Returning,In-Store,1,49.25,0.0,64.4,49.25
102709,2024-11-12,South,Home & Kitchen,Coffee Maker,Returning,Online,3,48.02,0.0,22.04,144.06
102710,2024-11-12,West,Home & Kitchen,Coffee Maker,Loyalty,Online,4,59.59,0.0,27.4,238.36
102711,2024-11-12,West,Home & Kitchen,Coffee Maker,New,Marketplace,1,62.15,0.0,50.8,62.15
102712,2024-11-13,South,Home & Kitchen,Vacuum Cleaner,New,Marketplace,3,107.42,0.15,57.44,273.92
102713,2024-11-13,East,Electronics,Wireless Earbuds,New,Marketplace,1,45.97,0.0,23.1,45.97
102714,2024-11-13,South,Electronics,Bluetooth Speaker,Loyalty,Online,2,50.91,0.0,50.13,101.82
102715,2024-11-13,North,Apparel,T-Shirt,New,Online,3,22.34,0.1,34.06,60.32
102716,2024-11-13,West,Electronics,Wireless Earbuds,New,Marketplace,4,51.38,0.0,23.37,205.52
102717,2024-11-13,East,Beauty,Lipstick Set,Returning,In-Store,2,24.2,0.0,54.25,48.4
102718,2024-11-13,West,Electronics,Power Bank,Returning,Online,5,27.78,0.0,7.9,138.9
102719,2024-11-13,North,Home & Kitchen,Blender,New,In-Store,4,43.39,0.0,28.86,173.56
102720,2024-11-13,East,Home & Kitchen,Blender,Returning,Online,4,41.49,0.0,69.29,165.96
102721,2024-11-13,West,Electronics,Power Bank,Returning,In-Store,4,27.98,0.0,55.28,111.92
102722,2024-11-13,West,Home & Kitchen,Coffee Maker,New,In-Store,2,65.73,0.15,48.99,111.74
102723,2024-11-14,West,Electronics,Bluetooth Speaker,Returning,In-Store,3,63.17,0.0,4.62,189.51
102724,2024-11-14,East,Apparel,Jacket,New,Marketplace,1,92.45,0.0,59.11,92.45
102725,2024-11-14,East,Home & Kitchen,Blender,New,In-Store,3,37.01,0.0,24.29,111.03
102726,2024-11-14,North,Apparel,T-Shirt,New,Marketplace,1,22.19,0.0,16.1,22.19
102727,2024-11-14,North,Apparel,Running Shoes,New,Marketplace,2,78.34,0.0,52.78,156.68
102728,2024-11-14,East,Apparel,Backpack,Loyalty,Marketplace,5,50.45,0.0,15.23,252.25
102729,2024-11-14,South,Electronics,Power Bank,Returning,Marketplace,4,23.62,0.0,9.69,94.48
102730,2024-11-15,East,Apparel,Jacket,New,Marketplace,1,86.04,0.1,5.55,77.44
102731,2024-11-15,East,Electronics,Bluetooth Speaker,New,Online,2,61.87,0.1,51.16,111.37
102732,2024-11-15,East,Apparel,Backpack,New,Online,1,48.08,0.15,31.35,40.87
102733,2024-11-15,West,Apparel,Running Shoes,Returning,Marketplace,5,80.01,0.0,28.15,400.05
102734,2024-11-15,North,Apparel,Backpack,New,Online,5,54.33,0.1,49.22,244.48
102735,2024-11-15,North,Apparel,Running Shoes,Loyalty,In-Store,1,74.16,0.0,38.87,74.16
102736,2024-11-15,North,Beauty,Lipstick Set,New,Online,2,27.98,0.0,48.64,55.96
102737,2024-11-15,West,Beauty,Face Serum,New,Online,2,34.77,0.0,61.31,69.54
102738,2024-11-15,West,Apparel,Backpack,Loyalty,Online,5,57.56,0.0,64.08,287.8
102739,2024-11-15,North,Apparel,T-Shirt,New,Marketplace,5,23.5,0.15,47.64,99.88
102740,2024-11-16,West,Apparel,T-Shirt,Returning,Online,1,23.24,0.1,24.73,20.92
102741,2024-11-16,North,Electronics,Bluetooth Speaker,New,Online,2,63.85,0.2,52.17,102.16
102742,2024-11-16,South,Electronics,Power Bank,New,Marketplace,4,24.1,0.0,16.69,96.4
102743,2024-11-16,South,Electronics,Bluetooth Speaker,Returning,Marketplace,4,50.62,0.0,1.72,202.48
102744,2024-11-16,East,Electronics,Smartphone Case,New,In-Store,1,15.87,0.0,46.26,15.87
102745,2024-11-16,North,Apparel,Backpack,Returning,In-Store,3,54.66,0.0,33.14,163.98
102746,2024-11-16,East,Electronics,Power Bank,Returning,In-Store,3,24.46,0.0,65.4,73.38
102747,2024-11-16,North,Beauty,Lipstick Set,Returning,In-Store,3,29.3,0.0,12.39,87.9
102748,2024-11-16,East,Home & Kitchen,Air Fryer,Loyalty,In-Store,2,81.41,0.15,62.26,138.4
102749,2024-11-16,East,Beauty,Lipstick Set,Returning,Online,2,24.46,0.0,4.65,48.92
102750,2024-11-16,North,Beauty,Lipstick Set,Returning,In-Store,5,25.81,0.0,66.98,129.05
102751,2024-11-16,North,Apparel,Jacket,New,Online,4,101.1,0.0,21.17,404.4
102752,2024-11-16,North,Beauty,Shampoo,Loyalty,Online,4,13.08,0.0,58.75,52.32
102753,2024-11-16,East,Beauty,Lipstick Set,New,In-Store,3,26.14,0.0,34.45,78.42
102754,2024-11-16,South,Electronics,Wireless Earbuds,Loyalty,Online,5,37.65,0.0,33.01,188.25
102755,2024-11-16,North,Apparel,Running Shoes,Loyalty,Online,5,75.7,0.0,23.65,378.5
102756,2024-11-17,West,Electronics,Power Bank,Loyalty,Online,3,31.25,0.15,69.78,79.69
102757,2024-11-17,East,Electronics,Bluetooth Speaker,New,Online,1,61.6,0.0,34.86,61.6
102758,2024-11-17,North,Home & Kitchen,Air Fryer,Loyalty,Marketplace,3,89.97,0.0,51.92,269.91
102759,2024-11-17,West,Apparel,Jacket,Loyalty,Marketplace,3,103.81,0.0,12.11,311.43
102760,2024-11-17,East,Home & Kitchen,Coffee Maker,New,Marketplace,5,56.65,0.0,45.49,283.25
102761,2024-11-17,West,Home & Kitchen,Air Fryer,Returning,Online,5,96.59,0.0,48.82,482.95
102762,2024-11-17,South,Home & Kitchen,Vacuum Cleaner,New,Online,1,107.45,0.2,47.56,85.96
102763,2024-11-17,West,Apparel,Running Shoes,New,Online,1,85.41,0.0,66.99,85.41
102764,2024-11-17,East,Home & Kitchen,Vacuum Cleaner,Returning,In-Store,3,124.11,0.0,30.17,372.33
102765,2024-11-17,East,Electronics,Wireless Earbuds,New,Marketplace,3,45.35,0.2,61.65,108.84
102766,2024-11-17,East,Beauty,Moisturizer,Returning,Marketplace,3,22.91,0.0,37.54,68.73
102767,2024-11-17,North,Beauty,Face Serum,Loyalty,Marketplace,1,34.12,0.15,1.77,29.0
102768,2024-11-17,South,Apparel,Running Shoes,Loyalty,Marketplace,5,63.86,0.1,15.62,287.37
102769,2024-11-17,South,Apparel,T-Shirt,New,Online,2,15.79,0.1,7.97,28.42
102770,2024-11-17,South,Apparel,Jacket,Loyalty,In-Store,1,78.93,0.1,32.23,71.04
102771,2024-11-18,North,Beauty,Lipstick Set,Returning,Online,2,26.41,0.2,5.18,42.26
102772,2024-11-18,North,Apparel,Jacket,Loyalty,Online,1,95.54,0.0,28.95,95.54
102773,2024-11-18,East,Electronics,Bluetooth Speaker,New,In-Store,5,56.41,0.0,53.98,282.05
102774,2024-11-18,South,Home & Kitchen,Blender,Returning,In-Store,3,37.92,0.0,47.38,113.76
102775,2024-11-18,South,Electronics,Smartphone Case,Returning,In-Store,1,14.12,0.0,30.8,14.12
102776,2024-11-18,South,Electronics,Bluetooth Speaker,New,Online,3,55.89,0.0,49.6,1341.36
102777,2024-11-18,South,Apparel,Jacket,Loyalty,In-Store,2,77.51,0.15,6.68,131.77
102778,2024-11-18,East,Electronics,Smartphone Case,Returning,Online,3,16.01,0.0,40.95,48.03
102779,2024-11-18,North,Apparel,Jacket,Returning,Marketplace,1,93.33,0.15,41.92,79.33
102780,2024-11-18,North,Home & Kitchen,Blender,Returning,Online,1,43.87,0.0,48.74,43.87
102781,2024-11-18,South,Apparel,Running Shoes,New,Online,4,61.39,0.0,9.76,245.56
102782,2024-11-18,East,Electronics,Power Bank,Returning,Marketplace,1,25.66,0.0,0.1,25.66
102783,2024-11-19,North,Beauty,Moisturizer,New,Marketplace,5,23.75,0.0,38.73,118.75
102784,2024-11-19,South,Beauty,Face Serum,Loyalty,Online,3,25.92,0.0,40.43,77.76
102785,2024-11-19,East,Apparel,Backpack,New,In-Store,3,50.68,0.0,59.75,152.04
102786,2024-11-19,East,Beauty,Face Serum,Returning,Online,1,29.76,0.2,7.37,23.81
102787,2024-11-19,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,2,116.7,0.0,53.97,233.4
102788,2024-11-19,North,Electronics,Wireless Earbuds,New,Marketplace,4,49.86,0.0,6.66,199.44
102789,2024-11-19,West,Beauty,Moisturizer,New,Online,1,24.35,0.0,2.41,24.35
102790,2024-11-19,East,Electronics,Smartphone Case,New,Online,2,16.37,0.0,26.1,32.74
102791,2024-11-19,West,Home & Kitchen,Blender,Returning,Marketplace,5,46.33,0.0,48.55,231.65
102792,2024-11-19,South,Home & Kitchen,Air Fryer,Loyalty,In-Store,4,68.06,0.15,60.53,231.4
102793,2024-11-20,North,Electronics,Power Bank,New,In-Store,5,26.16,0.0,59.12,130.8
102794,2024-11-20,South,Home & Kitchen,Coffee Maker,Returning,In-Store,2,50.68,0.0,67.1,101.36
102795,2024-11-20,North,Electronics,Bluetooth Speaker,New,Marketplace,5,66.11,0.15,57.63,280.97
102796,2024-11-20,South,Electronics,Smartphone Case,Returning,Online,2,14.53,0.0,43.95,29.06
102797,2024-11-20,South,Apparel,T-Shirt,New,In-Store,5,18.66,0.0,10.87,93.3
102798,2024-11-20,North,Electronics,Smartphone Case,New,Marketplace,5,16.59,0.0,40.22,82.95
102799,2024-11-20,North,Beauty,Shampoo,Returning,Online,5,15.1,0.0,27.55,75.5
102800,2024-11-20,West,Home & Kitchen,Coffee Maker,Returning,Online,4,64.37,0.0,66.63,257.48
102801,2024-11-20,North,Beauty,Face Serum,Returning,Marketplace,3,33.31,0.15,40.81,84.94
102802,2024-11-20,South,Electronics,Smartphone Case,New,Online,2,14.89,0.0,3.79,29.78
102803,2024-11-20,East,Home & Kitchen,Air Fryer,Returning,Marketplace,2,80.75,0.1,25.53,145.35
102804,2024-11-20,East,Electronics,Smartphone Case,Returning,Online,4,15.23,0.0,44.14,60.92
102805,2024-11-21,South,Apparel,Running Shoes,Loyalty,Marketplace,4,57.43,0.0,50.77,229.72
102806,2024-11-21,North,Beauty,Moisturizer,Returning,Online,4,24.88,0.0,33.04,99.52
102807,2024-11-21,North,Electronics,Wireless Earbuds,New,Marketplace,5,54.88,0.1,13.98,246.96
102808,2024-11-21,East,Home & Kitchen,Coffee Maker,Loyalty,In-Store,2,50.59,0.0,66.79,101.18
102809,2024-11-21,North,Beauty,Lipstick Set,New,Marketplace,3,27.63,0.0,66.54,82.89
102810,2024-11-21,North,Home & Kitchen,Blender,New,Marketplace,2,46.25,0.0,41.3,92.5
102811,2024-11-21,North,Home & Kitchen,Vacuum Cleaner,New,Marketplace,4,133.52,0.0,14.57,534.08
102812,2024-11-21,South,Electronics,Bluetooth Speaker,Returning,Marketplace,4,52.91,0.0,66.6,211.64
102813,2024-11-21,North,Home & Kitchen,Blender,Loyalty,Online,2,44.19,0.0,44.21,88.38
102814,2024-11-21,West,Electronics,Bluetooth Speaker,New,Online,4,69.14,0.0,21.52,276.56
102815,2024-11-21,West,Electronics,Wireless Earbuds,Loyalty,Online,4,46.7,0.1,5.68,168.12
102816,2024-11-21,West,Home & Kitchen,Vacuum Cleaner,Returning,Online,4,138.66,0.0,17.11,554.64
102817,2024-11-21,West,Beauty,Face Serum,Loyalty,Online,4,33.74,0.0,11.78,134.96
102818,2024-11-22,West,Apparel,Running Shoes,New,Online,1,88.48,0.1,66.42,79.63
102819,2024-11-22,South,Electronics,Wireless Earbuds,Returning,Online,3,45.34,0.0,47.34,136.02
102820,2024-11-22,North,Electronics,Wireless Earbuds,Loyalty,Marketplace,5,50.87,0.0,66.96,254.35
102821,2024-11-22,North,Electronics,Wireless Earbuds,New,Online,2,51.45,0.0,12.38,102.9
102822,2024-11-22,North,Apparel,Jacket,New,In-Store,4,99.23,0.1,67.83,357.23
102823,2024-11-22,South,Electronics,Power Bank,Returning,Online,1,22.5,0.0,13.5,22.5
102824,2024-11-22,East,Beauty,Moisturizer,New,Online,3,23.33,0.0,50.65,69.99
102825,2024-11-22,North,Electronics,Wireless Earbuds,New,Online,1,49.89,0.15,14.05,42.41
102826,2024-11-22,East,Home & Kitchen,Coffee Maker,New,Online,4,51.6,0.15,31.63,175.44
102827,2024-11-22,North,Home & Kitchen,Air Fryer,Returning,In-Store,4,92.44,0.0,22.88,369.76
102828,2024-11-23,East,Electronics,Smartphone Case,New,Online,5,15.45,0.1,43.48,69.53
102829,2024-11-23,North,Apparel,Backpack,New,In-Store,3,56.32,0.0,6.85,168.96
102830,2024-11-23,West,Home & Kitchen,Vacuum Cleaner,Returning,Online,4,136.38,0.0,61.52,545.52
102831,2024-11-23,North,Apparel,Jacket,New,Online,1,95.54,0.1,3.45,85.99
102832,2024-11-23,East,Electronics,Power Bank,New,Online,4,23.46,0.0,43.62,93.84
102833,2024-11-23,South,Home & Kitchen,Air Fryer,New,In-Store,5,72.91,0.15,44.85,309.87
102834,2024-11-23,South,Home & Kitchen,Blender,Loyalty,Online,3,34.43,0.0,48.04,103.29
102835,2024-11-23,South,Home & Kitchen,Vacuum Cleaner,New,Online,4,102.74,0.1,42.42,369.86
102836,2024-11-23,North,Apparel,Running Shoes,Loyalty,Online,4,79.75,0.0,62.98,319.0
102837,2024-11-23,North,Beauty,Lipstick Set,New,In-Store,5,30.14,0.0,20.58,150.7
102838,2024-11-23,North,Home & Kitchen,Vacuum Cleaner,Returning,Online,3,123.52,0.0,18.18,370.56
102839,2024-11-23,North,Beauty,Shampoo,New,Online,1,13.41,0.0,4.53,13.41
102840,2024-11-23,North,Beauty,Face Serum,Returning,Online,5,33.13,0.0,67.1,165.65
102841,2024-11-23,West,Apparel,T-Shirt,Loyalty,Online,4,22.03,0.15,29.56,74.9
102842,2024-11-24,West,Beauty,Face Serum,New,In-Store,3,36.73,0.15,5.27,93.66
102843,2024-11-24,South,Beauty,Lipstick Set,New,Online,3,21.14,0.1,17.31,57.08
102844,2024-11-24,East,Electronics,Power Bank,New,Online,1,26.11,0.2,20.67,20.89
102845,2024-11-24,East,Home & Kitchen,Vacuum Cleaner,Returning,In-Store,4,125.41,0.0,3.9,501.64
102846,2024-11-24,West,Beauty,Lipstick Set,Loyalty,In-Store,5,28.53,0.0,61.69,142.65
102847,2024-11-24,North,Home & Kitchen,Coffee Maker,Returning,Online,3,60.7,0.0,59.74,182.1
102848,2024-11-24,North,Home & Kitchen,Coffee Maker,Returning,Marketplace,5,62.24,0.0,44.78,311.2
102849,2024-11-24,West,Beauty,Lipstick Set,Returning,Marketplace,2,28.88,0.0,25.14,57.76
102850,2024-11-24,North,Home & Kitchen,Vacuum Cleaner,Returning,In-Store,2,129.39,0.1,14.08,232.9
102851,2024-11-24,South,Electronics,Wireless Earbuds,New,Marketplace,5,38.72,0.0,69.27,193.6
102852,2024-11-24,East,Electronics,Smartphone Case,Returning,In-Store,1,15.91,0.0,1.79,15.91
102853,2024-11-24,South,Electronics,Wireless Earbuds,Returning,Online,3,37.42,0.15,28.42,95.42
102854,2024-11-24,West,Home & Kitchen,Coffee Maker,New,Online,3,65.06,0.0,69.52,195.18
102855,2024-11-24,East,Apparel,Running Shoes,Returning,In-Store,5,73.07,0.0,58.52,365.35
102856,2024-11-24,West,Apparel,T-Shirt,Returning,In-Store,4,25.66,0.0,42.54,102.64
102857,2024-11-24,South,Electronics,Wireless Earbuds,Returning,Online,5,40.01,0.0,60.03,200.05
102858,2024-11-24,South,Apparel,Running Shoes,Loyalty,Online,4,62.21,0.0,48.5,248.84
102859,2024-11-24,North,Apparel,Running Shoes,Returning,Online,3,76.38,0.0,30.63,229.14
102860,2024-11-24,South,Electronics,Power Bank,New,Online,1,22.71,0.0,10.12,22.71
102861,2024-11-24,South,Beauty,Shampoo,New,Online,4,10.25,0.0,21.63,41.0
102862,2024-11-25,North,Beauty,Lipstick Set,Returning,Online,2,26.2,0.0,67.07,52.4
102863,2024-11-25,East,Apparel,Running Shoes,Loyalty,Online,1,72.24,0.0,2.87,72.24
102864,2024-11-25,East,Beauty,Moisturizer,New,Marketplace,3,20.63,0.0,26.82,61.89
102865,2024-11-25,North,Beauty,Moisturizer,Returning,In-Store,1,24.88,0.0,41.05,24.88
102866,2024-11-25,South,Beauty,Moisturizer,New,Online,3,19.38,0.0,64.38,58.14
102867,2024-11-25,East,Home & Kitchen,Air Fryer,New,Online,5,78.01,0.15,7.75,331.54
102868,2024-11-25,East,Home & Kitchen,Blender,New,In-Store,4,41.43,0.1,69.23,149.15
102869,2024-11-25,North,Apparel,Jacket,Loyalty,In-Store,1,96.11,0.0,51.47,96.11
102870,2024-11-25,East,Electronics,Bluetooth Speaker,New,Online,2,60.41,0.0,68.58,120.82
102871,2024-11-25,South,Beauty,Shampoo,Returning,Online,1,11.14,0.0,22.08,11.14
102872,2024-11-25,North,Apparel,Running Shoes,Loyalty,In-Store,3,77.58,0.0,1.97,232.74
102873,2024-11-25,North,Electronics,Power Bank,New,Online,4,26.93,0.0,42.5,107.72
102874,2024-11-25,North,Beauty,Lipstick Set,Returning,Marketplace,3,27.39,0.0,19.54,82.17
102875,2024-11-25,East,Home & Kitchen,Coffee Maker,Returning,Online,4,56.32,0.0,13.51,225.28
102876,2024-11-25,North,Apparel,Backpack,Returning,In-Store,3,52.69,0.0,23.07,158.07
102877,2024-11-26,South,Apparel,Running Shoes,New,Online,5,62.36,0.0,18.43,311.8
102878,2024-11-26,South,Apparel,T-Shirt,Returning,Marketplace,4,19.78,0.0,52.49,79.12
102879,2024-11-26,East,Apparel,Jacket,Returning,Online,4,81.11,0.15,69.61,275.77
102880,2024-11-26,South,Beauty,Lipstick Set,New,Online,5,21.47,0.0,65.98,107.35
102881,2024-11-26,East,Beauty,Face Serum,Returning,Online,2,33.18,0.0,2.18,66.36
102882,2024-11-26,East,Apparel,Running Shoes,Returning,Marketplace,4,72.77,0.0,69.34,291.08
102883,2024-11-26,North,Electronics,Smartphone Case,Returning,Online,2,16.13,0.0,45.88,32.26
102884,2024-11-26,North,Home & Kitchen,Coffee Maker,New,Marketplace,1,61.81,0.0,25.56,61.81
102885,2024-11-26,South,Apparel,Jacket,Returning,Marketplace,5,81.12,0.0,3.04,405.6
102886,2024-11-26,West,Electronics,Bluetooth Speaker,New,Online,3,68.9,0.2,47.57,165.36
102887,2024-11-26,South,Apparel,Jacket,Returning,Online,3,81.19,0.15,14.42,207.03
102888,2024-11-26,South,Home & Kitchen,Coffee Maker,Returning,Online,4,48.15,0.0,16.29,192.6
102889,2024-11-26,East,Beauty,Moisturizer,Returning,In-Store,3,22.04,0.0,21.56,66.12
102890,2024-11-26,East,Home & Kitchen,Blender,Returning,Marketplace,5,42.05,0.0,7.89,210.25
102891,2024-11-26,East,Beauty,Moisturizer,New,Online,2,23.07,0.0,65.52,46.14
102892,2024-11-26,North,Home & Kitchen,Blender,New,Marketplace,5,41.44,0.1,42.23,186.48
102893,2024-11-26,South,Apparel,Running Shoes,Loyalty,Online,3,61.46,0.15,27.11,156.72
102894,2024-11-26,South,Electronics,Power Bank,Loyalty,Online,4,23.11,0.0,46.94,92.44
102895,2024-11-26,South,Beauty,Face Serum,New,In-Store,1,27.91,0.0,66.35,27.91
102896,2024-11-27,West,Beauty,Lipstick Set,Loyalty,Online,3,28.16,0.1,35.37,76.03
102897,2024-11-27,East,Apparel,T-Shirt,Returning,Online,5,20.78,0.0,36.87,103.9
102898,2024-11-27,East,Home & Kitchen,Vacuum Cleaner,Returning,Marketplace,4,124.07,0.0,33.23,496.28
102899,2024-11-27,East,Home & Kitchen,Vacuum Cleaner,New,In-Store,5,125.98,0.0,10.34,629.9
102900,2024-11-27,East,Apparel,Backpack,New,Online,5,52.64,0.15,68.33,223.72
